symbol,date,open,high,low,close,volume
BB,2020-09-11T18:00:00Z,4.695,4.72,4.68,4.705,1863
BB,2020-09-11T19:00:00Z,4.7,4.75,4.68,4.75,6678
BB,2020-09-11T20:00:00Z,4.75,4.75,4.75,4.75,0
BB,2020-09-14T14:00:00Z,4.825,4.895,4.795,4.88,6022
BB,2020-09-14T15:00:00Z,4.88,4.89,4.815,4.84,4857
BB,2020-09-14T16:00:00Z,4.835,4.865,4.805,4.86,5437
BB,2020-09-14T17:00:00Z,4.855,4.875,4.815,4.84,3401
BB,2020-09-14T18:00:00Z,4.84,4.855,4.785,4.82,6895
BB,2020-09-14T19:00:00Z,4.815,4.84,4.78,4.825,7123
BB,2020-09-14T20:00:00Z,4.825,4.825,4.825,4.825,0
BB,2020-09-15T14:00:00Z,4.855,4.88,4.805,4.87,4169
BB,2020-09-15T15:00:00Z,4.875,4.875,4.83,4.835,2420
BB,2020-09-15T16:00:00Z,4.84,4.86,4.835,4.85,1100
BB,2020-09-15T17:00:00Z,4.85,4.87,4.845,4.85,8947
BB,2020-09-15T18:00:00Z,4.85,4.85,4.785,4.8,15111
BB,2020-09-15T19:00:00Z,4.8,4.82,4.79,4.815,6904
BB,2020-09-15T20:00:00Z,4.815,4.815,4.815,4.815,0
BB,2020-09-16T14:00:00Z,4.805,4.815,4.76,4.785,4155
BB,2020-09-16T15:00:00Z,4.78,4.845,4.775,4.78,13638
BB,2020-09-16T16:00:00Z,4.78,4.815,4.765,4.775,5412
BB,2020-09-16T17:00:00Z,4.775,4.795,4.755,4.765,2700
BB,2020-09-16T18:00:00Z,4.77,4.795,4.76,4.775,4800
BB,2020-09-16T19:00:00Z,4.775,4.785,4.73,4.735,12626
BB,2020-09-16T20:00:00Z,4.735,4.735,4.735,4.735,0
BB,2020-09-17T14:00:00Z,4.665,4.725,4.66,4.685,4089
BB,2020-09-17T15:00:00Z,4.685,4.725,4.655,4.66,2010
BB,2020-09-17T16:00:00Z,4.66,4.69,4.63,4.67,1210
BB,2020-09-17T17:00:00Z,4.67,4.71,4.665,4.69,2300
BB,2020-09-17T18:00:00Z,4.69,4.73,4.685,4.715,2192
BB,2020-09-17T19:00:00Z,4.71,4.735,4.68,4.725,4342
BB,2020-09-17T20:00:00Z,4.725,4.725,4.725,4.725,0
BB,2020-09-18T14:00:00Z,4.745,4.8,4.725,4.745,1500
BB,2020-09-18T15:00:00Z,4.74,4.755,4.715,4.725,1400
BB,2020-09-18T16:00:00Z,4.725,4.75,4.685,4.715,500
BB,2020-09-18T17:00:00Z,4.715,4.74,4.68,4.73,2600
BB,2020-09-18T18:00:00Z,4.73,4.81,4.715,4.81,3215
BB,2020-09-18T19:00:00Z,4.81,4.89,4.81,4.855,7233
BB,2020-09-18T20:00:00Z,4.855,4.855,4.855,4.855,0
BB,2020-09-21T14:00:00Z,4.785,4.795,4.665,4.685,1707
BB,2020-09-21T15:00:00Z,4.685,4.74,4.665,4.71,2531
BB,2020-09-21T16:00:00Z,4.71,4.77,4.705,4.75,1075
BB,2020-09-21T17:00:00Z,4.75,4.775,4.73,4.745,1266
BB,2020-09-21T18:00:00Z,4.745,4.75,4.715,4.75,121
BB,2020-09-21T19:00:00Z,4.75,4.775,4.735,4.775,3385
BB,2020-09-21T20:00:00Z,4.775,4.775,4.775,4.775,0
BB,2020-09-22T14:00:00Z,4.835,4.85,4.765,4.785,3347
BB,2020-09-22T15:00:00Z,4.785,4.84,4.775,4.835,255
BB,2020-09-22T16:00:00Z,4.84,4.87,4.805,4.83,1254
BB,2020-09-22T17:00:00Z,4.835,4.9,4.82,4.9,1220
BB,2020-09-22T18:00:00Z,4.9,4.925,4.885,4.92,3176
BB,2020-09-22T19:00:00Z,4.92,4.955,4.92,4.935,1990
BB,2020-09-22T20:00:00Z,4.935,4.935,4.935,4.935,0
BB,2020-09-23T14:00:00Z,4.88,4.905,4.825,4.865,2803
BB,2020-09-23T15:00:00Z,4.875,4.9,4.82,4.825,5010
BB,2020-09-23T16:00:00Z,4.825,4.875,4.82,4.845,1010
BB,2020-09-23T17:00:00Z,4.84,4.845,4.81,4.815,1020
BB,2020-09-23T18:00:00Z,4.82,4.82,4.78,4.8,2935
BB,2020-09-23T19:00:00Z,4.8,4.815,4.765,4.795,10097
BB,2020-09-23T20:00:00Z,4.795,4.795,4.795,4.795,0
BB,2020-09-24T14:00:00Z,5.125,5.26,5.015,5.095,24612
BB,2020-09-24T15:00:00Z,5.085,5.25,5.08,5.235,16435
BB,2020-09-24T16:00:00Z,5.24,5.245,5.025,5.055,7750
BB,2020-09-24T17:00:00Z,5.055,5.085,4.935,4.95,24519
BB,2020-09-24T18:00:00Z,4.945,4.955,4.8,4.815,70962
BB,2020-09-24T19:00:00Z,4.815,4.835,4.71,4.75,43295
BB,2020-09-24T20:00:00Z,4.75,4.75,4.75,4.75,0
BB,2020-09-25T14:00:00Z,4.825,4.835,4.71,4.755,16347
BB,2020-09-25T15:00:00Z,4.76,4.775,4.695,4.71,3019
BB,2020-09-25T16:00:00Z,4.71,4.715,4.675,4.705,3559
BB,2020-09-25T17:00:00Z,4.705,4.71,4.67,4.69,2801
BB,2020-09-25T18:00:00Z,4.69,4.735,4.69,4.73,15000
BB,2020-09-25T19:00:00Z,4.73,4.77,4.72,4.765,8946
BB,2020-09-25T20:00:00Z,4.765,4.765,4.765,4.765,0
BB,2020-09-28T14:00:00Z,4.755,4.805,4.67,4.685,12589
BB,2020-09-28T15:00:00Z,4.69,4.725,4.66,4.67,19834
BB,2020-09-28T16:00:00Z,4.67,4.675,4.615,4.655,18607
BB,2020-09-28T17:00:00Z,4.655,4.655,4.605,4.61,18327
BB,2020-09-28T18:00:00Z,4.61,4.655,4.61,4.645,7726
BB,2020-09-28T19:00:00Z,4.645,4.645,4.605,4.625,14058
BB,2020-09-28T20:00:00Z,4.625,4.625,4.625,4.625,0
BB,2020-09-29T14:00:00Z,4.59,4.665,4.55,4.565,13387
BB,2020-09-29T15:00:00Z,4.565,4.655,4.55,4.65,2754
BB,2020-09-29T16:00:00Z,4.65,4.685,4.62,4.64,2800
BB,2020-09-29T17:00:00Z,4.645,4.665,4.6,4.65,10800
BB,2020-09-29T18:00:00Z,4.65,4.685,4.64,4.665,2780
BB,2020-09-29T19:00:00Z,4.67,4.68,4.63,4.645,11045
BB,2020-09-29T20:00:00Z,4.645,4.645,4.645,4.645,0
BB,2020-09-30T14:00:00Z,4.7,4.765,4.665,4.69,17782
BB,2020-09-30T15:00:00Z,4.69,4.73,4.67,4.69,7979
BB,2020-09-30T16:00:00Z,4.69,4.7,4.615,4.64,8582
BB,2020-09-30T17:00:00Z,4.64,4.67,4.62,4.64,6104
BB,2020-09-30T18:00:00Z,4.64,4.655,4.605,4.625,8111
BB,2020-09-30T19:00:00Z,4.625,4.635,4.575,4.585,36531
BB,2020-09-30T20:00:00Z,4.585,4.585,4.585,4.585,0
BB,2020-10-01T14:00:00Z,4.58,4.595,4.525,4.565,8451
BB,2020-10-01T15:00:00Z,4.565,4.615,4.55,4.585,19354
BB,2020-10-01T16:00:00Z,4.585,4.6,4.555,4.59,9857
BB,2020-10-01T17:00:00Z,4.595,4.62,4.59,4.605,3712
BB,2020-10-01T18:00:00Z,4.605,4.615,4.585,4.6,23030
BB,2020-10-01T19:00:00Z,4.6,4.62,4.575,4.595,19038
BB,2020-10-01T20:00:00Z,4.595,4.595,4.595,4.595,0
BB,2020-10-02T14:00:00Z,4.405,4.495,4.4,4.435,7320
BB,2020-10-02T15:00:00Z,4.435,4.45,4.395,4.405,5236
BB,2020-10-02T16:00:00Z,4.405,4.435,4.38,4.415,7704
BB,2020-10-02T17:00:00Z,4.42,4.43,4.4,4.415,2063
BB,2020-10-02T18:00:00Z,4.41,4.455,4.41,4.455,6718
BB,2020-10-02T19:00:00Z,4.45,4.47,4.435,4.435,7552
BB,2020-10-02T20:00:00Z,4.435,4.435,4.435,4.435,0
BB,2020-10-05T14:00:00Z,4.46,4.49,4.445,4.455,11030
BB,2020-10-05T15:00:00Z,4.45,4.45,4.425,4.44,7840
BB,2020-10-05T16:00:00Z,4.44,4.5,4.44,4.495,6387
BB,2020-10-05T17:00:00Z,4.49,4.5,4.47,4.47,4693
BB,2020-10-05T18:00:00Z,4.47,4.485,4.46,4.48,4727
BB,2020-10-05T19:00:00Z,4.48,4.51,4.48,4.495,14813
BB,2020-10-05T20:00:00Z,4.495,4.495,4.495,4.495,0
BB,2020-10-06T14:00:00Z,4.54,4.61,4.535,4.575,9377
BB,2020-10-06T15:00:00Z,4.58,4.595,4.54,4.555,5916
BB,2020-10-06T16:00:00Z,4.555,4.61,4.555,4.6,4369
BB,2020-10-06T17:00:00Z,4.6,4.665,4.6,4.66,6462
BB,2020-10-06T18:00:00Z,4.66,4.675,4.57,4.585,5958
BB,2020-10-06T19:00:00Z,4.58,4.59,4.53,4.545,12565
BB,2020-10-06T20:00:00Z,4.545,4.545,4.545,4.545,0
BB,2020-10-07T14:00:00Z,4.585,4.595,4.52,4.525,1300
BB,2020-10-07T15:00:00Z,4.53,4.56,4.525,4.56,3400
BB,2020-10-07T16:00:00Z,4.555,4.59,4.555,4.57,1860
BB,2020-10-07T17:00:00Z,4.57,4.59,4.57,4.58,1600
BB,2020-10-07T18:00:00Z,4.58,4.59,4.555,4.58,759
BB,2020-10-07T19:00:00Z,4.58,4.59,4.57,4.58,2012
BB,2020-10-07T20:00:00Z,4.58,4.58,4.58,4.58,0
BB,2020-10-08T14:00:00Z,4.6,4.6,4.54,4.585,1621
BB,2020-10-08T15:00:00Z,4.59,4.595,4.55,4.565,2100
BB,2020-10-08T16:00:00Z,4.57,4.585,4.57,4.575,1117
BB,2020-10-08T17:00:00Z,4.575,4.575,4.56,4.565,749
BB,2020-10-08T18:00:00Z,4.565,4.595,4.56,4.58,1850
BB,2020-10-08T19:00:00Z,4.585,4.62,4.575,4.61,9152
BB,2020-10-08T20:00:00Z,4.61,4.61,4.61,4.61,0
BB,2020-10-09T14:00:00Z,4.65,4.685,4.62,4.675,2303
BB,2020-10-09T15:00:00Z,4.675,4.7,4.655,4.685,2564
BB,2020-10-09T16:00:00Z,4.685,4.69,4.67,4.685,871
BB,2020-10-09T17:00:00Z,4.685,4.69,4.67,4.685,850
BB,2020-10-09T18:00:00Z,4.685,4.725,4.685,4.715,6120
BB,2020-10-09T19:00:00Z,4.71,4.74,4.71,4.735,3492
BB,2020-10-09T20:00:00Z,4.735,4.735,4.735,4.735,0
BB,2020-10-12T14:00:00Z,4.82,4.825,4.765,4.785,2208
BB,2020-10-12T15:00:00Z,4.785,4.805,4.755,4.795,4117
BB,2020-10-12T16:00:00Z,4.795,4.805,4.77,4.795,4501
BB,2020-10-12T17:00:00Z,4.795,4.805,4.775,4.785,5867
BB,2020-10-12T18:00:00Z,4.785,4.795,4.745,4.755,1563
BB,2020-10-12T19:00:00Z,4.765,4.775,4.735,4.745,3117
BB,2020-10-12T20:00:00Z,4.745,4.745,4.745,4.745,0
BB,2020-10-13T14:00:00Z,5.04,5.235,5.005,5.17,18179
BB,2020-10-13T15:00:00Z,5.165,5.23,5.075,5.1,12903
BB,2020-10-13T16:00:00Z,5.105,5.2,5.095,5.185,7742
BB,2020-10-13T17:00:00Z,5.19,5.21,5.165,5.17,7043
BB,2020-10-13T18:00:00Z,5.17,5.17,5.1,5.13,12637
BB,2020-10-13T19:00:00Z,5.13,5.155,5.13,5.14,17817
BB,2020-10-13T20:00:00Z,5.14,5.14,5.14,5.14,0
BB,2020-10-14T14:00:00Z,5.15,5.215,5.125,5.185,5951
BB,2020-10-14T15:00:00Z,5.19,5.245,5.15,5.15,11228
BB,2020-10-14T16:00:00Z,5.15,5.15,5.035,5.035,12337
BB,2020-10-14T17:00:00Z,5.035,5.1,5.025,5.075,2265
BB,2020-10-14T18:00:00Z,5.075,5.085,5.03,5.07,8461
BB,2020-10-14T19:00:00Z,5.07,5.1,5.06,5.09,12100
BB,2020-10-14T20:00:00Z,5.09,5.09,5.09,5.09,0
BB,2020-10-15T14:00:00Z,5.13,5.135,5.045,5.075,5071
BB,2020-10-15T15:00:00Z,5.07,5.095,5.055,5.085,1675
BB,2020-10-15T16:00:00Z,5.08,5.09,5.04,5.045,6106
BB,2020-10-15T17:00:00Z,5.045,5.125,5.045,5.12,1308
BB,2020-10-15T18:00:00Z,5.125,5.145,5.085,5.095,10809
BB,2020-10-15T19:00:00Z,5.095,5.17,5.08,5.15,30147
BB,2020-10-15T20:00:00Z,5.15,5.15,5.15,5.15,0
BB,2020-10-16T14:00:00Z,5.165,5.215,5.135,5.145,8616
BB,2020-10-16T15:00:00Z,5.145,5.195,5.13,5.19,8217
BB,2020-10-16T16:00:00Z,5.19,5.195,5.14,5.155,5101
BB,2020-10-16T17:00:00Z,5.155,5.17,5.1,5.115,7130
BB,2020-10-16T18:00:00Z,5.115,5.15,5.1,5.14,13768
BB,2020-10-16T19:00:00Z,5.135,5.14,4.97,4.99,31174
BB,2020-10-16T20:00:00Z,4.99,4.99,4.99,4.99,0
BB,2020-10-19T14:00:00Z,5.11,5.125,5.055,5.115,4625
BB,2020-10-19T15:00:00Z,5.115,5.15,5.11,5.135,2566
BB,2020-10-19T16:00:00Z,5.13,5.185,5.13,5.17,3400
BB,2020-10-19T17:00:00Z,5.175,5.21,5.17,5.21,2157
BB,2020-10-19T18:00:00Z,5.21,5.21,5.12,5.135,4075
BB,2020-10-19T19:00:00Z,5.135,5.19,5.1,5.19,40935
BB,2020-10-19T20:00:00Z,5.19,5.19,5.19,5.19,0
BB,2020-10-20T14:00:00Z,5.155,5.165,5.065,5.115,28435
BB,2020-10-20T15:00:00Z,5.11,5.13,5.07,5.08,6895
BB,2020-10-20T16:00:00Z,5.08,5.11,5.075,5.09,4699
BB,2020-10-20T17:00:00Z,5.095,5.17,5.09,5.14,17146
BB,2020-10-20T18:00:00Z,5.14,5.175,5.12,5.12,6204
BB,2020-10-20T19:00:00Z,5.12,5.13,5.075,5.08,12007
BB,2020-10-20T20:00:00Z,5.08,5.08,5.08,5.08,0
BB,2020-10-21T14:00:00Z,5.07,5.095,5.04,5.04,5609
BB,2020-10-21T15:00:00Z,5.04,5.055,5.01,5.03,5626
BB,2020-10-21T16:00:00Z,5.03,5.055,5.005,5.01,2822
BB,2020-10-21T17:00:00Z,5.005,5.06,5,5.05,1320
BB,2020-10-21T18:00:00Z,5.045,5.08,5.02,5.07,1697
BB,2020-10-21T19:00:00Z,5.065,5.14,5.04,5.105,53263
BB,2020-10-21T20:00:00Z,5.105,5.105,5.105,5.105,0
BB,2020-10-22T14:00:00Z,5.055,5.065,4.965,5.025,5293
BB,2020-10-22T15:00:00Z,5.02,5.065,5.005,5.055,1934
BB,2020-10-22T16:00:00Z,5.05,5.075,5.035,5.07,1621
BB,2020-10-22T17:00:00Z,5.075,5.095,5.05,5.09,1223
BB,2020-10-22T18:00:00Z,5.095,5.1,5.08,5.09,4451
BB,2020-10-22T19:00:00Z,5.09,5.135,5.08,5.12,32744
BB,2020-10-22T20:00:00Z,5.12,5.12,5.12,5.12,0
BB,2020-10-23T14:00:00Z,5.02,5.095,4.995,5.065,10240
BB,2020-10-23T15:00:00Z,5.065,5.07,5.025,5.035,4395
BB,2020-10-23T16:00:00Z,5.03,5.045,5.02,5.035,1746
BB,2020-10-23T17:00:00Z,5.035,5.06,5.035,5.05,1214
BB,2020-10-23T18:00:00Z,5.055,5.075,5.05,5.06,1100
BB,2020-10-23T19:00:00Z,5.06,5.12,5.055,5.11,19053
BB,2020-10-23T20:00:00Z,5.11,5.11,5.11,5.11,0
BB,2020-10-26T14:00:00Z,5.035,5.04,4.905,4.915,6203
BB,2020-10-26T15:00:00Z,4.91,4.935,4.88,4.885,5927
BB,2020-10-26T16:00:00Z,4.88,4.9,4.855,4.87,4778
BB,2020-10-26T17:00:00Z,4.87,4.91,4.855,4.9,1471
BB,2020-10-26T18:00:00Z,4.9,4.935,4.89,4.925,596
BB,2020-10-26T19:00:00Z,4.925,4.94,4.855,4.875,17385
BB,2020-10-26T20:00:00Z,4.875,4.875,4.875,4.875,0
BB,2020-10-27T14:00:00Z,4.88,4.93,4.855,4.925,3301
BB,2020-10-27T15:00:00Z,4.925,4.93,4.865,4.905,6690
BB,2020-10-27T16:00:00Z,4.91,4.91,4.855,4.86,999
BB,2020-10-27T17:00:00Z,4.855,4.895,4.85,4.89,495
BB,2020-10-27T18:00:00Z,4.89,4.89,4.85,4.86,355
BB,2020-10-27T19:00:00Z,4.86,4.865,4.84,4.855,5473
BB,2020-10-27T20:00:00Z,4.855,4.855,4.855,4.855,0
BB,2020-10-28T14:00:00Z,4.705,4.715,4.61,4.62,10655
BB,2020-10-28T15:00:00Z,4.62,4.685,4.62,4.635,7151
BB,2020-10-28T16:00:00Z,4.64,4.685,4.63,4.655,12195
BB,2020-10-28T17:00:00Z,4.66,4.66,4.62,4.635,4368
BB,2020-10-28T18:00:00Z,4.63,4.635,4.6,4.625,6832
BB,2020-10-28T19:00:00Z,4.62,4.63,4.56,4.565,10313
BB,2020-10-28T20:00:00Z,4.565,4.565,4.565,4.565,0
BB,2020-10-29T14:00:00Z,4.585,4.625,4.565,4.6,1853
BB,2020-10-29T15:00:00Z,4.6,4.625,4.56,4.57,610
BB,2020-10-29T16:00:00Z,4.57,4.59,4.54,4.54,617
BB,2020-10-29T17:00:00Z,4.545,4.585,4.53,4.58,914
BB,2020-10-29T18:00:00Z,4.58,4.62,4.58,4.59,1239
BB,2020-10-29T19:00:00Z,4.59,4.62,4.585,4.605,13835
BB,2020-10-29T20:00:00Z,4.605,4.605,4.605,4.605,0
BB,2020-10-30T14:00:00Z,4.535,4.585,4.44,4.45,4473
BB,2020-10-30T15:00:00Z,4.46,4.495,4.44,4.47,4510
BB,2020-10-30T16:00:00Z,4.465,4.53,4.46,4.46,1378
BB,2020-10-30T17:00:00Z,4.465,4.48,4.45,4.465,1000
BB,2020-10-30T18:00:00Z,4.455,4.49,4.45,4.455,1100
BB,2020-10-30T19:00:00Z,4.45,4.5,4.45,4.5,4023
BB,2020-10-30T20:00:00Z,4.5,4.5,4.5,4.5,0
BB,2020-11-02T15:00:00Z,4.52,4.535,4.48,4.525,12421
BB,2020-11-02T16:00:00Z,4.53,4.53,4.48,4.495,6400
BB,2020-11-02T17:00:00Z,4.495,4.515,4.485,4.515,4538
BB,2020-11-02T18:00:00Z,4.51,4.515,4.455,4.46,3827
BB,2020-11-02T19:00:00Z,4.46,4.49,4.455,4.485,9206
BB,2020-11-02T20:00:00Z,4.49,4.5,4.47,4.475,5414
BB,2020-11-02T21:00:00Z,4.475,4.475,4.475,4.475,0
BB,2020-11-03T15:00:00Z,4.59,4.625,4.565,4.615,601
BB,2020-11-03T16:00:00Z,4.62,4.64,4.61,4.63,11831
BB,2020-11-03T17:00:00Z,4.63,4.645,4.61,4.63,4393
BB,2020-11-03T18:00:00Z,4.63,4.635,4.59,4.62,1900
BB,2020-11-03T19:00:00Z,4.62,4.695,4.62,4.68,2695
BB,2020-11-03T20:00:00Z,4.68,4.685,4.65,4.665,3221
BB,2020-11-03T21:00:00Z,4.665,4.665,4.665,4.665,0
BB,2020-11-04T15:00:00Z,4.62,4.735,4.62,4.73,17312
BB,2020-11-04T16:00:00Z,4.73,4.74,4.68,4.735,12200
BB,2020-11-04T17:00:00Z,4.735,4.755,4.705,4.71,10676
BB,2020-11-04T18:00:00Z,4.71,4.72,4.665,4.695,9918
BB,2020-11-04T19:00:00Z,4.7,4.72,4.64,4.665,12861
BB,2020-11-04T20:00:00Z,4.665,4.69,4.645,4.67,12562
BB,2020-11-04T21:00:00Z,4.67,4.67,4.67,4.67,0
BB,2020-11-05T15:00:00Z,4.77,4.83,4.765,4.825,2622
BB,2020-11-05T16:00:00Z,4.825,4.885,4.82,4.84,5129
BB,2020-11-05T17:00:00Z,4.84,4.89,4.835,4.885,6089
BB,2020-11-05T18:00:00Z,4.89,4.92,4.87,4.885,2611
BB,2020-11-05T19:00:00Z,4.905,4.905,4.845,4.875,2062
BB,2020-11-05T20:00:00Z,4.875,4.875,4.845,4.865,10379
BB,2020-11-05T21:00:00Z,4.865,4.865,4.865,4.865,0
BB,2020-11-06T15:00:00Z,4.855,4.885,4.825,4.85,3187
BB,2020-11-06T16:00:00Z,4.85,4.865,4.815,4.85,3609
BB,2020-11-06T17:00:00Z,4.85,4.88,4.805,4.805,2747
BB,2020-11-06T18:00:00Z,4.81,4.885,4.805,4.84,3565
BB,2020-11-06T19:00:00Z,4.84,4.885,4.815,4.82,5370
BB,2020-11-06T20:00:00Z,4.82,4.855,4.81,4.835,2822
BB,2020-11-06T21:00:00Z,4.835,4.835,4.835,4.835,0
BB,2020-11-09T15:00:00Z,5.015,5.055,4.985,5.025,6552
BB,2020-11-09T16:00:00Z,5.02,5.03,4.95,4.985,13235
BB,2020-11-09T17:00:00Z,4.985,4.995,4.965,4.985,9682
BB,2020-11-09T18:00:00Z,4.985,4.995,4.97,4.985,8281
BB,2020-11-09T19:00:00Z,4.99,4.99,4.955,4.99,8656
BB,2020-11-09T20:00:00Z,4.99,4.995,4.93,4.935,25194
BB,2020-11-09T21:00:00Z,4.935,4.935,4.935,4.935,0
BB,2020-11-10T15:00:00Z,4.915,4.95,4.84,4.9,5282
BB,2020-11-10T16:00:00Z,4.9,5,4.875,4.96,5650
BB,2020-11-10T17:00:00Z,4.955,5,4.945,4.98,5022
BB,2020-11-10T18:00:00Z,4.98,4.995,4.945,4.975,980
BB,2020-11-10T19:00:00Z,4.98,5.005,4.96,4.995,46
BB,2020-11-10T20:00:00Z,4.99,5.025,4.985,5.02,8012
BB,2020-11-10T21:00:00Z,5.02,5.02,5.02,5.02,0
BB,2020-11-11T15:00:00Z,5.03,5.05,5,5.05,1406
BB,2020-11-11T16:00:00Z,5.045,5.115,5.02,5.1,1605
BB,2020-11-11T17:00:00Z,5.095,5.1,5.045,5.055,5315
BB,2020-11-11T18:00:00Z,5.05,5.215,5.045,5.2,21606
BB,2020-11-11T19:00:00Z,5.205,5.225,5.15,5.16,10126
BB,2020-11-11T20:00:00Z,5.165,5.205,5.15,5.2,7466
BB,2020-11-11T21:00:00Z,5.2,5.2,5.2,5.2,0
BB,2020-11-12T15:00:00Z,5.175,5.185,5.085,5.11,1645
BB,2020-11-12T16:00:00Z,5.115,5.155,5.065,5.08,1202
BB,2020-11-12T17:00:00Z,5.08,5.105,5.01,5.025,1805
BB,2020-11-12T18:00:00Z,5.025,5.06,5.01,5.045,600
BB,2020-11-12T19:00:00Z,5.04,5.055,4.99,5.005,1833
BB,2020-11-12T20:00:00Z,5.005,5.015,4.975,5,1928
BB,2020-11-12T21:00:00Z,5,5,5,5,0
BB,2020-11-13T15:00:00Z,5.09,5.105,5.055,5.06,5030
BB,2020-11-13T16:00:00Z,5.065,5.115,5.055,5.11,1605
BB,2020-11-13T17:00:00Z,5.11,5.11,5.08,5.11,110
BB,2020-11-13T18:00:00Z,5.11,5.12,5.08,5.08,600
BB,2020-11-13T19:00:00Z,5.08,5.12,5.075,5.115,756
BB,2020-11-13T20:00:00Z,5.115,5.155,5.09,5.1,23570
BB,2020-11-13T21:00:00Z,5.1,5.1,5.1,5.1,0
BB,2020-11-16T15:00:00Z,5.17,5.205,5.14,5.205,7466
BB,2020-11-16T16:00:00Z,5.205,5.22,5.19,5.215,7368
