symbol,timestamp,open,high,low,close,volume
GME,2020-12-30T13:00:00Z,19.25,19.32,19,19.0201,753961
GME,2020-12-30T14:00:00Z,19.03,19.28,19.025,19.2689,477057
GME,2020-12-30T15:00:00Z,19.2601,19.5,19.015,19.015,593901
GME,2020-12-30T16:00:00Z,19.015,19.42,18.85,19.26,1384365
GME,2020-12-30T17:00:00Z,19.3,19.3,19,19.23,6529
GME,2020-12-30T18:00:00Z,19.26,19.4,19.21,19.21,10553
GME,2020-12-30T19:00:00Z,19.21,19.22,19.1,19.15,7658
GME,2020-12-30T20:00:00Z,19.16,19.35,19.16,19.34,1522
GME,2020-12-31T05:00:00Z,19.8,19.8,19.8,19.8,421
GME,2020-12-31T06:00:00Z,19.8,19.8,19.8,19.8,527
GME,2020-12-31T07:00:00Z,19.52,19.56,19.52,19.55,385
GME,2020-12-31T08:00:00Z,19.52,19.55,19.27,19.3,3682
GME,2020-12-31T09:00:00Z,19.4,19.4993,19.3,19.36,10620
GME,2020-12-31T10:00:00Z,19.35,19.63,18.96,19.46,1000439
