,BB,BB,BB,BB,BB,BB,AMC,AMC,AMC,AMC,AMC,AMC,GME,GME,GME,GME,GME,GME
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2020-12-22,7.21999979019165,7.230000019073486,7.179999828338623,7.199999809265137,7.199999809265137,1077653,2.575000047683716,2.5999999046325684,2.549999952316284,2.5899999141693115,2.5899999141693115,2560179,18.84000015258789,19.809999465942383,18.829999923706055,19.43000030517578,19.43000030517578,2187364
2020-12-23,7.300000190734863,7.320000171661377,7.119999885559082,7.180699825286865,7.180699825286865,2668694,2.5799999237060547,2.6500000953674316,2.549999952316284,2.615000009536743,2.615000009536743,6382596,20.170000076293945,22.349899291992188,19.1299991607666,21.770000457763672,21.770000457763672,9483906
2020-12-23,7.190000057220459,7.269999980926514,7.164999961853027,7.199999809265137,7.199999809265137,1413047,2.615000009536743,2.630000114440918,2.609999895095825,2.615000009536743,2.615000009536743,1890992,21.790000915527344,21.969999313354492,20.5,21.239999771118164,21.239999771118164,3969069
2020-12-23,7.195000171661377,7.210000038146973,7.119999885559082,7.135000228881836,7.135000228881836,1368190,2.618000030517578,2.619999885559082,2.569999933242798,2.575000047683716,2.575000047683716,1509792,21.264999389648438,22.030000686645508,21.25,21.3075008392334,21.3075008392334,3190218
2020-12-23,7.135000228881836,7.164999961853027,7.105000019073486,7.130000114440918,7.130000114440918,760016,2.576200008392334,2.5899999141693115,2.559999942779541,2.584199905395508,2.584199905395508,1255124,21.309999465942383,22.18000030517578,21.229999542236328,21.290000915527344,21.290000915527344,4076854
2020-12-23,7.139999866485596,7.150000095367432,7.099999904632568,7.150000095367432,7.150000095367432,533525,2.5852999687194824,2.5899999141693115,2.559999942779541,2.5889999866485596,2.5889999866485596,1600514,21.290000915527344,21.749900817871094,20.645000457763672,20.989999771118164,20.989999771118164,1900376
2020-12-23,7.150000095367432,7.159999847412109,7.090000152587891,7.099999904632568,7.099999904632568,882126,2.5887999534606934,2.5999999046325684,2.569999933242798,2.5850000381469727,2.5850000381469727,1144230,21.00189971923828,21.219999313354492,20.760000228881836,21.1299991607666,21.1299991607666,1072442
2020-12-23,7.099999904632568,7.139999866485596,7.079999923706055,7.079999923706055,7.079999923706055,1280354,2.5799999237060547,2.5899999141693115,2.549999952316284,2.559999942779541,2.559999942779541,1429443,21.139999389648438,21.270000457763672,20.5,20.579999923706055,20.579999923706055,1561599
2020-12-24,7.119999885559082,7.239999771118164,7.079999923706055,7.114999771118164,7.114999771118164,2353345,2.5899999141693115,2.5999999046325684,2.4800000190734863,2.494999885559082,2.494999885559082,4583133,21.010000228881836,21.479999542236328,20.559999465942383,20.7549991607666,20.7549991607666,2625458
2020-12-24,7.119999885559082,7.125,7.054999828338623,7.070000171661377,7.070000171661377,1398232,2.494999885559082,2.5299999713897705,2.481300115585327,2.494999885559082,2.494999885559082,1767339,20.760000228881836,20.829999923706055,20.15999984741211,20.299999237060547,20.299999237060547,1341893
